"Name","id","Source","Phone","Website/Social Media","Category","Latitude","Longitude","Address","Status","Pickup Offered","Delivery Offered","Notes","Hours","Delivery Apps","MWBE","Black Owned Business","Instagram","Sub-Category","Outdoor Dining","Indoor Dining","Order Website","Last Updated","Created time","Delivery/Pickup Notes","Owners","Images","Email","Special Accommodation Hours"
"El Paso Taqueria",3903,"Restaurant","(212) 996-1739",,"Restaurants/Bars",40.787307,-73.952806,"64 East 97th Street, New York, NY 10029","Open","Yes","Yes","
","Monday - Sunday 10 a.m. - 10 p.m.	
","### [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-mexican-restaurant-97th-street-64-e-97th-st-new-york/297811), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso-taqueria-east-harlem/phoCdfubR4GNOrA0ER1KoQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DELIVERY.COM](https://delivery.com/cities/nyc/categories/restaurant/el-paso-taqueria?address=)

",true,,"https://www.instagram.com/elpasotaqueria116/",,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-mexican-restaurant-97th-street-64-e-97th-st-new-york/297811), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso-taqueria-east-harlem/phoCdfubR4GNOrA0ER1KoQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DELIVERY.COM](https://delivery.com/cities/nyc/categories/restaurant/el-paso-taqueria?address=)

","2020-10-29","2020-08-04T04:08:11.000Z","
",,,,
"Andy's Restaurant",3904,"Restaurant","(212) 860-2614",,"Restaurants/Bars",40.802622,-73.936944,"2262 Third Avenue, New York, NY 10035","Open","Yes","Yes","
","Monday - Saturday 6 a.m. - 5 p.m. Sunday 7 a.m. - 4 p.m. 
","### [GRUBHUB](https://www.grubhub.com/restaurant/andys-restaurant-2262-3rd-ave-new-york/2275553?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",,,,,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/andys-restaurant-2262-3rd-ave-new-york/2275553?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","2020-10-29","2020-08-04T04:09:44.000Z",,,,,
"Kahlua's ",3905,"Restuarant","(212) 348-0311",,"Restaurants/Bars",40.79754,-73.939949,"2117 Third Avenue, New York, NY 10029","Open","Yes","Yes","In-house		
","Monday-Thursday 11 a.m.-10 p.m., Friday-Sunday 11 a.m.-Midnight
","IN-HOUSE
",true,,"https://www.instagram.com/kahluascafenyc/",,"yes","yes","IN-HOUSE
","2020-10-29","2020-08-04T04:11:14.000Z","
",,,,
"Brother's Bakery & Cafe",3906,"Restaurant","(212) 641-0646","https://brothersbakerycafe.com/","Restaurants/Bars",40.793829,-73.940451,"2155 Second Avenue, New York, NY 10029","Open","Yes","Yes","
","Monday - Sunday 7 a.m. - 5 p.m.	
","### [INHOUSE](https://www.bestdailymeals.com/menu-brother-s-bakery-cafe), [SEAMLES](https://www.seamless.com/menu/brothers-bakery-cafe-2155-2nd-ave-new-york/306600?gclid=Cj0KCQjwreT8BRDTARIsAJLI0KLDN9SodmCnB6ane1fjq6M2_IhmkXNlt1Hjp3t2yDXaQ_dv9Aft27EaArgAEALw_wcB&gclsrc=aw.ds&utm_campaign=New%20York%2C%20NY%20%7C%20All%20%7C%20PPA%20%7C%20Delivery%20%7C%2002&utm_content=306600&utm_medium=cpc&utm_source=google)S

",true,,,,"yes","yes","### [INHOUSE](https://www.bestdailymeals.com/menu-brother-s-bakery-cafe), [SEAMLES](https://www.seamless.com/menu/brothers-bakery-cafe-2155-2nd-ave-new-york/306600?gclid=Cj0KCQjwreT8BRDTARIsAJLI0KLDN9SodmCnB6ane1fjq6M2_IhmkXNlt1Hjp3t2yDXaQ_dv9Aft27EaArgAEALw_wcB&gclsrc=aw.ds&utm_campaign=New%20York%2C%20NY%20%7C%20All%20%7C%20PPA%20%7C%20Delivery%20%7C%2002&utm_content=306600&utm_medium=cpc&utm_source=google)S)

","2020-10-29","2020-08-04T04:12:19.000Z",,,,,
"Daniel & Companies Coffee Shop",3907,"AH","(646) 524-5585",,"Restaurants/Bars",40.798889,-73.936739,"2315 Second Avenue, New York, NY 10035","Open","Yes","Yes","
","Monday-Saturday 7 a.m.-2 p.m.	
","[seamless](https://www.seamless.com/menu/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)	
",,,"https://www.instagram.com/daccoffeeshop/",,"yes","yes","[seamless](https://www.seamless.com/menu/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [grubhub](https://www.grubhub.com/restaurant/daniels-coffee-and-more-1050-3rd-ave-new-york/2371232?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)	
","2020-10-29","2020-08-04T04:13:29.000Z",,,,,
"MY NY Bakery Cafe",3908,"CK","(212) 722-7383",,"Restaurants/Bars",40.788215,-73.94888,"1565 Lexington Avenue, New York, NY 10029","Open","Yes","Yes","grubhub
","Monday-Sunday 7 a.m. - 6:45 p.m.	
","### [GRUBHUB](https://www.grubhub.com/restaurant/my-ny-bakery-cafe-1565-lexington-ave-new-york/275780)

",true,,,,"no","no","### [GRUBHUB](https://www.grubhub.com/restaurant/my-ny-bakery-cafe-1565-lexington-ave-new-york/275780)

","2020-10-29","2020-08-04T04:14:39.000Z",,,,,
"El Paso Restaurante",3909,"Carey","646-590-8640",,"Restaurants/Bars",40.795336,-73.945137,"123 East 110th Street, New York, NY 10029","Open","Yes","Yes",,"### Monday-Friday 11 a.m.-10:30 p.m., Saturday-Sunday Brunch 12-4 p.m., Dinner 4-10:30 p.m.

","###  [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-restaurante-123-e-110th-st-new-york/1069984), DOORDASH, [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso/UppNqYomT2mh8Ne64OfNWQ)

",true,,,,"yes","yes","###  [GRUBHUB](https://www.grubhub.com/restaurant/el-paso-restaurante-123-e-110th-st-new-york/1069984), DOORDASH, [UBER EATS](https://www.ubereats.com/new-york/food-delivery/el-paso/UppNqYomT2mh8Ne64OfNWQ)

","2020-10-29","2020-08-15T14:12:26.000Z",,,,,"Drag ""Bronche"" on Sundays!"
"The Cecil Steakhouse / Minton's Playhouse",3910,"CK","(212) 866-1262","https://thececilharlem.com/","Restaurants/Bars",40.804613,-73.952378," 210 West 118th Street, New York, NY 10026","Open","Yes","Yes",,"Tuesday-Wednesday 5-11 p.m., Thursday 4 -11 p.m., Friday-Sunday 1-11 p.m.
","### [SEAMLES](https://www.seamless.com/menu/el-barrista-cafe-2154-third-ave-new-york/1397924?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/el-barrista-cafe-2154-third-ave-new-york/1397924?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/el-barrista-cafe-new-york-727468/?utm_campaign=gpa) OR IN-HOUSE WITHIN 3 BLOCKS,

",,,"https://www.instagram.com/thececilharlem/",,"yes","yes","### [SEAMLES](https://www.seamless.com/menu/el-barrista-cafe-2154-third-ave-new-york/1397924?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)S, [GRUBHUB](https://www.grubhub.com/restaurant/el-barrista-cafe-2154-third-ave-new-york/1397924?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/el-barrista-cafe-new-york-727468/?utm_campaign=gpa) OR IN-HOUSE WITHIN 3 BLOCKS,

","2020-10-29","2020-08-15T14:14:33.000Z",,"Anahi Angelone opened the bar Corner Social in 2012 after managing Irish bars downtown for a decade. Two years later Corner Social was so successful that she opened a restaurant, Angel of Harlem. Both are profitable. In the summer she and her partners, including former Time Warner CEO Richard Parsons, took over The Cecil Steakhouse as well as Minton’s Playhouse, the adjoining restaurant and venue that had closed in 2016.",,,
"El San Juan Restaurant",3911,"Internet","(646) 726-4222",,"Restaurants/Bars",40.801048,-73.945751,"1429 Fifth Avenue, New York, NY 10035","Open","Yes","Yes",,"Tuesday-Wednesday 4-10 p.m., Thursday-Saturday 4-11 p.m., Sunday 2-10 p.m.
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/el-san-juan-nyc-restaurant/RJKeExEtRo6eTLN5B465rw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",true,,"https://www.instagram.com/elsanjuannyc/",,"yes",,"### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/el-san-juan-nyc-restaurant/RJKeExEtRo6eTLN5B465rw?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","2020-10-29","2020-08-16T11:19:58.000Z","
",,,,
"Paint 'N Pour",3912,"CK","(212) 203-4361","https://www.paintnpournyc.com/","Restaurants/Bars",40.802118,-73.956689,"2080 Frederick Douglass Boulevard, New York, NY 10026","Open","No","No",,"Thursday 5-11 p.m., Friday 6 p.m.-Midnight, Saturday-Sunday Noon-11 p.m.

",,true,true,"https://www.instagram.com/paintnpourinc/",,"no","yes",,"2020-10-13","2020-08-16T11:37:55.000Z",,"Tinesha Sharpe and Tyson Belgrave–a married couple with a major entrepreneurial streak",,,
"Bean & Barley",3913,"Carey","(646) 767-0125",,"Restaurants/Bars",40.803185,-73.955885,"2118 Frederick Douglass Boulevard, New York, NY 10026","Open","No","No",,"Sunday-Thursday 8 a.m.-11 p.m., Friday-Saturday 11 a.m.-3 a.m.
",,,,"https://www.instagram.com/beanbarley_harlemnyc/",,"yes","yes",,"2020-10-16","2020-08-18T01:10:07.000Z",,,,,
"Judy's Spanish Restaurant",3914,"Restaurant","(212) 831-0193","https://www.instagram.com/judyspanishrestaurant/","Restaurants/Bars",40.786607,-73.950088,"1505 Lexington Avenue, New York, NY 10029","Open","Yes","Yes",,"Daily 8 a.m.-10 p.m.	
","### [GRUBHUB](https://www.grubhub.com/restaurant/judys-spanish-restaurant-1505-lexington-ave-new-york/326752)

",true,,"https://www.instagram.com/judyspanishrestaurant/",,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/judys-spanish-restaurant-1505-lexington-ave-new-york/326752)

","2020-10-29","2020-08-22T13:41:47.000Z",,,,,
"El Chevere Cuchifritos & Bakery",3915,"Carey","(212) 427-3952",,"Restaurants/Bars",40.79414,-73.943203,"2000 Third Avenue, New York, NY 10029","Open","Yes","Yes",,"### Daily 9 a.m.-8 p.m.

","### [GRUBHUB](https://www.grubhub.com/restaurant/el-chevere-cuchifritos--bakery-2000-3rd-ave-new-york/2007877), [DOORDASH](https://www.doordash.com/store/el-chevere-new-york-220798/en-US/?utm_campaign=gpa), [POSTMATES](https://postmates.com/merchant/el-chevere-new-york?client=customer.web&version=3.0.0), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/chevere-cuchifrito-%26-bakery/P3upNwGtQdmFf7_E3j5poQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google))

",,,,,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/el-chevere-cuchifritos--bakery-2000-3rd-ave-new-york/2007877), [DOORDASH](https://www.doordash.com/store/el-chevere-new-york-220798/en-US/?utm_campaign=gpa), [POSTMATES](https://postmates.com/merchant/el-chevere-new-york?client=customer.web&version=3.0.0), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/chevere-cuchifrito-%26-bakery/P3upNwGtQdmFf7_E3j5poQ?utm_campaign=place-action-link&utm_medium=organic&utm_source=google))

","2020-10-29","2020-08-22T13:44:01.000Z","
",,,,
"1779 Mexican Restaurant / San Francisco de Assis ",3916,"Carey","(212) 348-5981",,"Restaurants/Bars",40.794918,-73.94407,"1779 Lexington Avenue, New York, NY 10029","Open","Yes","Yes",,"### Monday-Saturday 9 a.m.-2 a.m., Sunday 10 a.m.-2 a.m.

","[Postmates](https://postmates.com/merchant/san-francisco-de-assis-restaurant-new-york)
",true,,,,"yes","n/a","[Postmates](https://postmates.com/merchant/san-francisco-de-assis-restaurant-new-york)
","2020-10-29","2020-08-22T18:11:12.000Z",,,,,
"Tre Otto",3917,"Restaurant","(212) 860-8880","https://www.treottonyc.com/","Restaurants/Bars",40.788487,-73.9536,"1410 Madison Avenue, New York, NY 10029","Open","Yes","Yes",,"Daily 11:30 a.m.-8 p.m.

","### [GRUBHUB](https://www.grubhub.com/restaurant/tre-otto-1410-madison-ave-new-york/305224?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DOORDASH](https://www.doordash.com/store/tre-otto-new-york-55303/en-US/?utm_campaign=gpa), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/tre-otto-east-harlem/X_AcEjCRR2Kxs_0-mBvzgA?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

",,,"https://www.instagram.com/treottony/",,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/tre-otto-1410-madison-ave-new-york/305224?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DOORDASH](https://www.doordash.com/store/tre-otto-new-york-55303/en-US/?utm_campaign=gpa), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/tre-otto-east-harlem/X_AcEjCRR2Kxs_0-mBvzgA?utm_campaign=place-action-link&utm_medium=organic&utm_source=google)

","2020-10-29","2020-08-22T22:25:35.000Z",,,,,
"Little Luzzo's",3918,"Carey","(212) 369-2300",,"Restaurants/Bars",40.786285,-73.951555,"119 East 96th Street, New York, NY 10029","Open","Yes","Yes",,"Monday-Saturday 11 a.m.-10:30 p.m., Sunday 12-9:30 p.m.
","### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/little-luzzos-119-e-96th-st-new-york/79314?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DOORDASH](https://www.doordash.com/store/little-luzzo-s-new-york-833667/en-US/?utm_campaign=gpa)

",,,"https://www.instagram.com/littleluzzospizza/",,"no",,"### IN-HOUSE, [GRUBHUB](https://www.grubhub.com/restaurant/little-luzzos-119-e-96th-st-new-york/79314?utm_campaign=place-action-link&utm_medium=organic&utm_source=google), [DOORDASH](https://www.doordash.com/store/little-luzzo-s-new-york-833667/en-US/?utm_campaign=gpa)

","2020-10-29","2020-08-22T22:50:19.000Z",,,,,
"Lupita's",3919,"Restaurant","(646) 590-4202",,"Restaurants/Bars",40.790228,-73.943091,"2049 Second Avenue, New York, NY 10029","Open","Yes","Yes",,"Monday- Sunday 11 a.m.-10:30 p.m.	

","###  [GRUBHUB](https://www.grubhub.com/restaurant/lupitas-restaurant-2049-2nd-avenue-new-york/302762), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/1590-lupita-restaurant/sjhs7aRVT4mGGf1i-ANt0w?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMlRyZSUyME90dG8lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJmMzVkNzM0MC04YTMyLTllODQtMTliNy0zYWRhZjM4MWE2ZGQlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIydWJlcl9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTQwLjc4ODI1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTczLjk1MzQyJTdE)

",true,,,,"yes","yes","###  [GRUBHUB](https://www.grubhub.com/restaurant/lupitas-restaurant-2049-2nd-avenue-new-york/302762), [UBER EATS](https://www.ubereats.com/new-york/food-delivery/1590-lupita-restaurant/sjhs7aRVT4mGGf1i-ANt0w?pl=JTdCJTIyYWRkcmVzcyUyMiUzQSUyMlRyZSUyME90dG8lMjIlMkMlMjJyZWZlcmVuY2UlMjIlM0ElMjJmMzVkNzM0MC04YTMyLTllODQtMTliNy0zYWRhZjM4MWE2ZGQlMjIlMkMlMjJyZWZlcmVuY2VUeXBlJTIyJTNBJTIydWJlcl9wbGFjZXMlMjIlMkMlMjJsYXRpdHVkZSUyMiUzQTQwLjc4ODI1JTJDJTIybG9uZ2l0dWRlJTIyJTNBLTczLjk1MzQyJTdE)

","2020-10-29","2020-08-23T14:53:21.000Z",,,,,
"Plowshares Coffee",3920,"Carey","(646) 755-8667",,"Restaurants/Bars",40.813731,-73.95564,"1351 Amsterdam Avenue, New York, NY 10027","Open","Yes","No",,"Monday-Friday, 8 a.m.-3 p.m.
",,,,"https://www.instagram.com/plowsharescoffee/",,"yes",,,"2020-10-06","2020-08-23T14:54:12.000Z",,,,,
"Azteca Western Wear",3922,,"(212) 996-1212","https://aztecawestern.com/","Independent Retail",40.797371,-73.939191,"222 East 116th Street, New York, NY 10029","Open",,,,,,true,,"https://www.instagram.com/azteca_western_wear_/",,"no",,,"2020-10-12","2020-09-21T17:29:51.000Z",,,,,
"Aroma D'Angel",3923,,"(646) 320-8134",,"Independent Retail",40.797058,-73.938513,"242-244 East 116th Street, New York, NY 10029","Open",,,,,,true,,,,,,,"2020-09-27","2020-09-21T17:30:50.000Z",,,,,
"Euromex Soccer",3924,,"(646) 398-8074","https://euromexsports.com/","Independent Retail",40.796959,-73.938423,"246 East 116th Street, New York, NY 10029","Open",,,,,,true,,"https://www.instagram.com/euromexsoccer/",,"no",,,"2020-10-12","2020-09-21T17:31:02.000Z",,,,,
"Amuse Bouche",3926,"Carey","929-317-5140",,"Restaurants/Bars",40.798302,-73.943979,"1590 Park Avenue, New York, NY 10029","Open","Yes","No",,"Wednesday-Friday 11 a.m.-6 p.m., Saturday 10 a.m.-7 .m., Sunday 10 a.m.-6 p.m.

",,,,"https://www.instagram.com/amusebouchenycny",,"yes","yes",,"2020-10-06","2020-09-26T16:17:12.000Z",,"Edward Rodwell & Anthony",,,
"Sprinkle Splash Sweet Shoppe",3928,"AH","1-800-764-6106","https://sprinklesplash.com/","Restaurants/Bars",40.798302,-73.943979,"1590 Park Avenue, New York, NY 10029","Closed","Yes","No",,"Thursday-Saturday 10 a.m-7 p.m.	

",,true,,"https://www.instagram.com/sprinklesplash/",,"yes","yes",,"2020-11-14","2020-09-26T16:20:27.000Z",,,,,
"Taste of Seafood",3930,"Restaurant","(212) 427-3633","https://www.atasteofseafood.com/","Restaurants/Bars",40.793454,-73.943611,"1980 3rd Ave, New York, NY 10029","Open","Yes","Yes",,"Tuesday - Thursday 11-9pm, Friday & Saturday 11-10pm	
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/a-taste-of-seafood-east-harlem/vdHwqiwsSd-1BcxqoMMMAw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/a-taste-of-seafood-new-york-785052/?utm_campaign=gpa)

",true,true,"https://www.instagram.com/atasteofseafood_nyc/",,"no","no","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/a-taste-of-seafood-east-harlem/vdHwqiwsSd-1BcxqoMMMAw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/a-taste-of-seafood-express-1980-3rd-ave-new-york/622450?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [DOORDASH](https://www.doordash.com/store/a-taste-of-seafood-new-york-785052/?utm_campaign=gpa)

","2020-10-29","2020-10-09T04:38:32.000Z","
",,,,
"The Noodle",3931,"Restaurant","(646) 850-0208","https://thenoodle.nyc/","Restaurants/Bars",40.809964,-73.943208,"370 Malcolm X BlvdNew York, NY 10027","Open","Yes","Yes",,"Monday - Sunday 11:30am-11pm	
","### [DOORDASH](https://www.doordash.com/store/the-noodle-new-york-1164756/?utm_campaign=gpa), [SEAMLESS](https://www.seamless.com/menu/the-noodle-370-malcolm-x-blvd-new-york/2303069?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [THENOODLE](http://www.thenoodle.nyc/), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/the-noodle/HTw951OaQ-GwdKiXdaok2Q/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-noodle-370-malcolm-x-blvd-new-york/2303069?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,,"https://www.instagram.com/thenoodle.nyc/",,"no","no","### [DOORDASH](https://www.doordash.com/store/the-noodle-new-york-1164756/?utm_campaign=gpa), [SEAMLESS](https://www.seamless.com/menu/the-noodle-370-malcolm-x-blvd-new-york/2303069?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [THENOODLE](http://www.thenoodle.nyc/), [UBEREATS](https://www.ubereats.com/new-york/food-delivery/the-noodle/HTw951OaQ-GwdKiXdaok2Q/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-noodle-370-malcolm-x-blvd-new-york/2303069?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-10-09T04:56:31.000Z","
",,,,
"Lucille's Harlem",3935,"Instagram","(646) 370-4260","https://www.lucillesharlem.com/","Restaurants/Bars",40.825832,-73.938819,"26C Macombs Place, New York, NY 10039","Open","Yes","Yes","Indoor: Small prefix menu

","Monday-Sunday 8 a.m.-3 p.m., Friday-Saturday 5-10 p.m.

","### [GRUBHUB](https://www.grubhub.com/restaurant/lucilles-26-macombs-pl-new-york/1408569?SharedID=&blockNavi=true&chiri_umami_homepage_loggedout_headerBanner=xyz&clickid=1c1z8aQShxyORwZwUx0Mo38qUkE0L4wBUXyxVk0&irgwc=1&mp=Bing%20Rebates%20by%20Microsoft&utm_campaign=growth_radius-network&utm_channel=other&utm_medium=content_paid&utm_source=Bing%20Rebates%20by%20Microsoft),

",,,"https://www.instagram.com/lucillesharlem/",,"yes","yes","### [GRUBHUB](https://www.grubhub.com/restaurant/lucilles-26-macombs-pl-new-york/1408569?SharedID=&blockNavi=true&chiri_umami_homepage_loggedout_headerBanner=xyz&clickid=1c1z8aQShxyORwZwUx0Mo38qUkE0L4wBUXyxVk0&irgwc=1&mp=Bing%20Rebates%20by%20Microsoft&utm_campaign=growth_radius-network&utm_channel=other&utm_medium=content_paid&utm_source=Bing%20Rebates%20by%20Microsoft),

","2020-12-04","2020-10-13T00:01:56.000Z",,,,,
"Cove Lounge",3937,"AH","(212) 222-5708","https://www.covelounge.com","Restaurants/Bars",40.808813,-73.945206,"325 Malcolm X Blvd, New York, NY 10027","Open","Yes","Yes",,"Wednesdays-Saturdays 4-11 p.m.
","### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/cove-lounge/4rowjZw6RGWNEHCazobmNw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/the-cove-lounge-325-malcolm-x-blvd-new-york/2367099?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-cove-lounge-325-malcolm-x-blvd-new-york/2367099?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

",,true,"https://www.instagram.com/coveloungenyc/",,"yes",,"### [UBEREATS](https://www.ubereats.com/new-york/food-delivery/cove-lounge/4rowjZw6RGWNEHCazobmNw/?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [SEAMLESS](https://www.seamless.com/menu/the-cove-lounge-325-malcolm-x-blvd-new-york/2367099?utm_source=google&utm_medium=organic&utm_campaign=place-action-link), [GRUBHUB](https://www.grubhub.com/restaurant/the-cove-lounge-325-malcolm-x-blvd-new-york/2367099?utm_source=google&utm_medium=organic&utm_campaign=place-action-link)

","2020-10-29","2020-10-13T01:08:46.000Z",,,,,
